year,vendor_id,region,avg_price_per_kg,rainfall_index,temperature_avg,fertilizer_cost_index,government_incentive_score
2008,V065,Karnataka,91.95,0.611,27.94,0.407,0.415
2009,V065,Karnataka,91.54,0.356,24.07,0.417,0.725
2010,V065,Karnataka,99.11,0.465,25.17,0.349,0.611
2011,V065,Karnataka,99.27,0.71,27.05,0.505,0.817
2012,V065,Karnataka,103.36,0.765,26.53,0.436,0.477
2013,V065,Karnataka,100.75,0.451,29.2,0.427,0.554
2014,V065,Karnataka,105.29,0.398,28.93,0.427,0.562
2015,V065,Karnataka,104.91,0.439,26.1,0.423,0.683
2016,V065,Karnataka,104.95,0.58,25.16,0.404,0.594
2017,V065,Karnataka,110.47,0.707,25.61,0.456,0.637
2018,V065,Karnataka,109.26,0.614,25.66,0.507,0.531
2019,V065,Karnataka,113.34,0.445,26.45,0.513,0.701
2020,V065,Karnataka,119.9,0.666,27.92,0.53,0.484
2021,V065,Karnataka,123.02,0.562,28.95,0.577,0.563
2022,V065,Karnataka,117.99,0.734,25.88,0.641,0.735
2023,V065,Karnataka,113.62,0.471,25.19,0.552,0.631
2024,V065,Karnataka,126.18,0.642,26.32,0.54,0.453
2005,V066,Andhra Pradesh,105.31,0.448,30.08,0.455,0.496
2006,V066,Andhra Pradesh,105.19,0.662,29.67,0.442,0.427
2007,V066,Andhra Pradesh,103.31,0.585,31.29,0.351,0.47
2008,V066,Andhra Pradesh,101.68,0.686,29.13,0.354,0.523
2009,V066,Andhra Pradesh,101.43,0.528,28.42,0.304,0.427
2010,V066,Andhra Pradesh,108.25,0.785,27.73,0.358,0.547
2011,V066,Andhra Pradesh,111.85,0.769,28.79,0.409,0.694
2012,V066,Andhra Pradesh,114.17,0.844,29.26,0.378,0.7
2013,V066,Andhra Pradesh,107.98,0.489,30.03,0.466,0.668
2014,V066,Andhra Pradesh,114.92,0.66,30.21,0.492,0.516
2015,V066,Andhra Pradesh,115.41,0.589,29.35,0.517,0.477
2016,V066,Andhra Pradesh,118.3,0.899,26.44,0.432,0.374
2017,V066,Andhra Pradesh,114.97,0.488,26.62,0.473,0.397
2018,V066,Andhra Pradesh,122.96,0.671,28.96,0.519,0.532
2019,V066,Andhra Pradesh,117.72,0.3,28.93,0.603,0.55
2020,V066,Andhra Pradesh,125.0,0.622,30.94,0.539,0.512
2021,V066,Andhra Pradesh,125.27,0.639,29.6,0.451,0.538
2022,V066,Andhra Pradesh,123.44,0.679,29.71,0.506,0.603
2023,V066,Andhra Pradesh,125.86,0.562,27.15,0.58,0.502
2024,V066,Andhra Pradesh,130.92,0.656,27.57,0.522,0.69
2005,V067,Gujarat,96.17,0.49,27.34,0.358,0.492
2006,V067,Gujarat,101.95,0.846,29.61,0.417,0.452
2007,V067,Gujarat,92.82,0.609,28.87,0.357,0.554
2008,V067,Gujarat,101.19,0.573,29.57,0.356,0.519
2009,V067,Gujarat,99.65,0.679,28.7,0.398,0.28
2010,V067,Gujarat,100.49,0.388,26.61,0.301,0.521
2011,V067,Gujarat,102.36,0.792,27.06,0.313,0.354
2012,V067,Gujarat,102.32,0.598,28.19,0.437,0.512
2013,V067,Gujarat,104.5,0.48,30.51,0.429,0.507
2014,V067,Gujarat,107.39,0.454,30.32,0.454,0.518
2015,V067,Gujarat,115.22,0.797,28.43,0.444,0.459
2016,V067,Gujarat,111.59,0.649,27.85,0.423,0.41
2017,V067,Gujarat,110.86,0.71,28.04,0.553,0.586
2018,V067,Gujarat,107.44,0.51,27.42,0.404,0.658
2019,V067,Gujarat,115.32,0.41,29.35,0.452,0.556
2020,V067,Gujarat,122.07,0.637,28.76,0.65,0.75
2021,V067,Gujarat,120.26,0.646,30.03,0.573,0.606
2022,V067,Gujarat,121.87,0.747,30.93,0.596,0.661
2023,V067,Gujarat,114.78,0.409,28.35,0.537,0.595
2024,V067,Gujarat,123.38,0.596,28.08,0.587,0.655
2005,V068,Texas,114.14,0.606,26.09,0.4,0.564
2006,V068,Texas,110.61,0.813,24.1,0.422,0.441
2007,V068,Texas,110.36,0.594,27.95,0.292,0.382
2008,V068,Texas,110.46,0.637,26.02,0.331,0.434
2009,V068,Texas,113.56,0.374,25.17,0.323,0.315
2010,V068,Texas,124.1,0.672,25.27,0.376,0.432
2011,V068,Texas,119.69,0.756,24.83,0.318,0.266
2012,V068,Texas,116.71,0.79,26.73,0.371,0.627
2013,V068,Texas,116.56,0.551,27.03,0.497,0.389
2014,V068,Texas,121.28,0.466,30.16,0.474,0.414
2015,V068,Texas,126.12,0.403,26.74,0.521,0.562
2016,V068,Texas,130.58,0.706,24.93,0.546,0.426
2017,V068,Texas,129.03,0.528,25.21,0.417,0.365
2018,V068,Texas,129.81,0.573,24.4,0.461,0.323
2019,V068,Texas,138.78,0.706,25.31,0.547,0.398
2020,V068,Texas,133.11,0.346,26.37,0.547,0.44
2021,V068,Texas,144.62,0.473,27.39,0.621,0.5
2022,V068,Texas,145.21,0.806,28.23,0.539,0.396
2023,V068,Texas,140.73,0.566,24.77,0.537,0.493
2024,V068,Texas,151.48,0.625,24.02,0.527,0.315
2005,V069,Tamil Nadu,94.37,0.527,29.69,0.388,0.481
2006,V069,Tamil Nadu,95.24,0.605,28.56,0.294,0.686
2007,V069,Tamil Nadu,94.5,0.828,30.33,0.358,0.516
2008,V069,Tamil Nadu,93.56,0.645,29.77,0.416,0.618
2009,V069,Tamil Nadu,92.23,0.321,28.47,0.381,0.529
2010,V069,Tamil Nadu,99.94,0.596,25.95,0.417,0.487
2011,V069,Tamil Nadu,104.3,0.853,26.62,0.382,0.573
2012,V069,Tamil Nadu,101.19,0.864,28.95,0.375,0.479
2013,V069,Tamil Nadu,100.21,0.6,29.11,0.408,0.628
2014,V069,Tamil Nadu,102.89,0.572,31.76,0.452,0.506
2015,V069,Tamil Nadu,104.15,0.368,29.5,0.44,0.414
2016,V069,Tamil Nadu,114.01,0.759,28.43,0.475,0.564
2017,V069,Tamil Nadu,104.36,0.519,28.84,0.489,0.501
2018,V069,Tamil Nadu,110.74,0.549,29.09,0.463,0.481
2019,V069,Tamil Nadu,115.27,0.568,29.54,0.488,0.593
2020,V069,Tamil Nadu,111.29,0.614,31.25,0.382,0.78
2021,V069,Tamil Nadu,121.17,0.66,30.35,0.56,0.474
2022,V069,Tamil Nadu,117.11,0.659,29.6,0.525,0.53
2023,V069,Tamil Nadu,117.07,0.65,27.87,0.487,0.651
2024,V069,Tamil Nadu,119.24,0.456,26.11,0.513,0.518
2005,V070,Mississippi,113.75,0.642,22.77,0.358,0.516
2006,V070,Mississippi,113.39,0.745,23.54,0.43,0.471
2007,V070,Mississippi,115.75,0.583,24.99,0.48,0.411
2008,V070,Mississippi,114.62,0.499,22.94,0.349,0.375
2009,V070,Mississippi,112.46,0.558,21.66,0.469,0.405
2010,V070,Mississippi,123.61,0.512,22.33,0.381,0.535
2011,V070,Mississippi,122.08,0.578,21.77,0.487,0.404
2012,V070,Mississippi,116.9,0.625,23.12,0.342,0.686
2013,V070,Mississippi,123.11,0.522,25.7,0.364,0.658
2014,V070,Mississippi,122.37,0.427,24.92,0.404,0.582
2015,V070,Mississippi,133.99,0.539,22.86,0.487,0.504
2016,V070,Mississippi,132.79,0.713,24.35,0.437,0.635
2017,V070,Mississippi,133.02,0.56,22.38,0.428,0.38
2018,V070,Mississippi,133.96,0.6,22.02,0.504,0.392
2019,V070,Mississippi,138.48,0.587,22.49,0.546,0.407
2020,V070,Mississippi,140.97,0.474,22.78,0.447,0.393
2021,V070,Mississippi,147.72,0.701,23.76,0.438,0.468
2022,V070,Mississippi,147.94,0.793,24.16,0.605,0.448
2023,V070,Mississippi,145.96,0.389,21.8,0.53,0.416
2024,V070,Mississippi,147.29,0.627,21.19,0.524,0.272
2005,V071,Georgia,120.08,0.627,24.75,0.359,0.465
2006,V071,Georgia,117.79,0.807,24.85,0.395,0.588
2007,V071,Georgia,109.56,0.543,26.45,0.396,0.535
2008,V071,Georgia,115.82,0.546,24.98,0.441,0.471
2009,V071,Georgia,113.76,0.407,21.54,0.412,0.497
2010,V071,Georgia,115.59,0.582,22.32,0.428,0.661
2011,V071,Georgia,122.75,0.639,23.99,0.328,0.664
2012,V071,Georgia,125.38,0.634,23.65,0.472,0.358
2013,V071,Georgia,125.97,0.446,27.24,0.451,0.521
2014,V071,Georgia,129.5,0.609,23.46,0.402,0.409
2015,V071,Georgia,135.28,0.594,24.64,0.401,0.3
2016,V071,Georgia,140.39,0.888,22.72,0.495,0.417
2017,V071,Georgia,132.24,0.731,22.27,0.518,0.505
2018,V071,Georgia,130.67,0.446,24.04,0.537,0.324
2019,V071,Georgia,133.62,0.455,24.41,0.459,0.592
2020,V071,Georgia,144.72,0.676,25.37,0.401,0.205
2021,V071,Georgia,144.29,0.595,24.59,0.538,0.476
2022,V071,Georgia,144.8,0.58,24.37,0.602,0.422
2023,V071,Georgia,147.18,0.517,23.99,0.613,0.378
2024,V071,Georgia,150.11,0.387,22.85,0.58,0.517
2005,V072,Punjab,94.8,0.716,25.73,0.395,0.521
2006,V072,Punjab,95.76,0.556,26.27,0.365,0.336
2007,V072,Punjab,92.85,0.735,26.57,0.439,0.714
2008,V072,Punjab,94.41,0.587,27.08,0.374,0.512
2009,V072,Punjab,90.9,0.482,25.27,0.331,0.679
2010,V072,Punjab,100.81,0.592,25.93,0.433,0.545
2011,V072,Punjab,100.83,0.678,24.74,0.387,0.413
2012,V072,Punjab,99.24,0.771,26.52,0.427,0.587
2013,V072,Punjab,99.05,0.545,27.39,0.446,0.526
2014,V072,Punjab,106.23,0.753,27.79,0.428,0.5
2015,V072,Punjab,104.59,0.427,25.4,0.418,0.571
2016,V072,Punjab,111.46,0.621,24.75,0.536,0.568
2017,V072,Punjab,108.66,0.692,24.46,0.456,0.365
2018,V072,Punjab,112.07,0.639,25.32,0.461,0.499
2019,V072,Punjab,108.17,0.509,26.13,0.563,0.667
2020,V072,Punjab,116.73,0.599,27.12,0.477,0.677
2021,V072,Punjab,123.3,0.776,27.16,0.588,0.501
2022,V072,Punjab,116.1,0.593,26.38,0.577,0.701
2023,V072,Punjab,118.59,0.6,26.3,0.472,0.47
2024,V072,Punjab,120.39,0.506,25.08,0.504,0.384
2005,V073,Rajasthan,98.22,0.576,29.07,0.259,0.449
2006,V073,Rajasthan,102.08,0.877,30.52,0.302,0.555
2007,V073,Rajasthan,96.8,0.477,30.77,0.369,0.559
2008,V073,Rajasthan,97.18,0.582,30.72,0.414,0.546
2009,V073,Rajasthan,102.58,0.5,29.74,0.403,0.558
2010,V073,Rajasthan,104.78,0.548,29.24,0.332,0.417
2011,V073,Rajasthan,107.35,0.596,28.52,0.38,0.481
2012,V073,Rajasthan,105.05,0.692,29.56,0.353,0.677
2013,V073,Rajasthan,102.7,0.578,31.12,0.416,0.584
2014,V073,Rajasthan,105.08,0.5,31.06,0.473,0.732
2015,V073,Rajasthan,109.6,0.317,30.53,0.417,0.571
2016,V073,Rajasthan,107.91,0.433,29.59,0.467,0.512
2017,V073,Rajasthan,110.85,0.81,28.76,0.428,0.564
2018,V073,Rajasthan,111.06,0.602,27.41,0.465,0.611
2019,V073,Rajasthan,115.11,0.369,30.45,0.458,0.354
2020,V073,Rajasthan,122.48,0.61,32.56,0.521,0.609
2021,V073,Rajasthan,122.26,0.665,31.22,0.537,0.486
2022,V073,Rajasthan,127.07,0.807,31.08,0.535,0.479
2023,V073,Rajasthan,119.9,0.557,28.57,0.538,0.548
2024,V073,Rajasthan,122.66,0.388,28.99,0.574,0.507
2005,V074,New Mexico,107.09,0.617,24.88,0.372,0.676
2006,V074,New Mexico,113.01,0.692,27.52,0.38,0.386
2007,V074,New Mexico,110.98,0.667,25.38,0.355,0.39
2008,V074,New Mexico,108.45,0.541,25.67,0.331,0.548
2009,V074,New Mexico,118.42,0.68,24.73,0.382,0.622
2010,V074,New Mexico,118.34,0.627,22.75,0.393,0.455
2011,V074,New Mexico,119.89,0.768,24.02,0.349,0.376
2012,V074,New Mexico,118.37,0.75,24.07,0.402,0.56
2013,V074,New Mexico,114.93,0.55,26.38,0.419,0.527
2014,V074,New Mexico,128.07,0.516,26.89,0.515,0.416
2015,V074,New Mexico,129.12,0.7,26.3,0.404,0.481
2016,V074,New Mexico,133.09,0.704,24.1,0.528,0.435
2017,V074,New Mexico,127.89,0.814,22.99,0.439,0.592
2018,V074,New Mexico,129.87,0.71,23.7,0.389,0.433
2019,V074,New Mexico,137.77,0.722,24.45,0.53,0.507
2020,V074,New Mexico,139.1,0.431,26.05,0.442,0.405
2021,V074,New Mexico,145.03,0.825,26.74,0.445,0.168
2022,V074,New Mexico,139.96,0.55,24.29,0.483,0.396
2023,V074,New Mexico,143.4,0.711,23.52,0.574,0.415
2024,V074,New Mexico,143.61,0.59,23.77,0.506,0.404
2005,V075,Alabama,115.82,0.506,23.98,0.37,0.503
2006,V075,Alabama,111.88,0.733,25.35,0.375,0.535
2007,V075,Alabama,115.41,0.495,26.49,0.367,0.471
2008,V075,Alabama,111.86,0.449,24.59,0.363,0.311
2009,V075,Alabama,116.77,0.484,22.16,0.448,0.47
2010,V075,Alabama,123.31,0.541,22.9,0.382,0.385
2011,V075,Alabama,131.05,0.842,23.57,0.384,0.31
2012,V075,Alabama,122.41,0.916,23.73,0.362,0.358
2013,V075,Alabama,123.34,0.696,25.06,0.445,0.598
2014,V075,Alabama,129.25,0.806,25.36,0.411,0.525
2015,V075,Alabama,131.71,0.67,25.62,0.458,0.324
2016,V075,Alabama,137.26,0.65,23.08,0.511,0.518
2017,V075,Alabama,132.3,0.575,23.14,0.492,0.593
2018,V075,Alabama,136.84,0.688,23.68,0.464,0.436
2019,V075,Alabama,137.48,0.658,23.93,0.559,0.211
2020,V075,Alabama,141.51,0.635,25.66,0.503,0.482
2021,V075,Alabama,149.34,0.823,26.44,0.611,0.444
2022,V075,Alabama,145.8,0.529,24.5,0.573,0.354
2023,V075,Alabama,139.5,0.523,23.55,0.51,0.367
2024,V075,Alabama,146.99,0.444,22.12,0.561,0.471
2005,V076,New Mexico,110.92,0.707,24.76,0.327,0.531
2006,V076,New Mexico,115.61,0.884,25.74,0.355,0.562
2007,V076,New Mexico,110.21,0.699,25.46,0.32,0.517
2008,V076,New Mexico,106.29,0.491,26.16,0.322,0.595
2009,V076,New Mexico,110.78,0.514,23.53,0.367,0.47
2010,V076,New Mexico,119.63,0.623,23.4,0.397,0.304
2011,V076,New Mexico,120.87,0.852,23.08,0.32,0.532
2012,V076,New Mexico,117.99,0.455,26.23,0.491,0.216
2013,V076,New Mexico,115.32,0.577,25.78,0.416,0.348
2014,V076,New Mexico,120.2,0.373,26.66,0.484,0.31
2015,V076,New Mexico,129.43,0.714,25.16,0.51,0.571
2016,V076,New Mexico,124.29,0.609,24.58,0.451,0.539
2017,V076,New Mexico,128.35,0.602,23.14,0.439,0.263
2018,V076,New Mexico,124.53,0.604,23.88,0.473,0.553
2019,V076,New Mexico,129.15,0.365,24.33,0.429,0.508
2020,V076,New Mexico,134.07,0.489,25.93,0.462,0.463
2021,V076,New Mexico,137.59,0.594,25.82,0.594,0.376
2022,V076,New Mexico,136.05,0.622,24.98,0.465,0.692
2023,V076,New Mexico,141.89,0.594,24.84,0.492,0.317
2024,V076,New Mexico,142.93,0.3,24.97,0.518,0.555
2005,V077,Texas,114.77,0.653,25.48,0.257,0.458
2006,V077,Texas,118.64,0.641,28.09,0.365,0.411
2007,V077,Texas,114.69,0.417,27.81,0.39,0.492
2008,V077,Texas,109.92,0.541,25.4,0.4,0.68
2009,V077,Texas,117.34,0.396,25.45,0.337,0.522
2010,V077,Texas,121.72,0.45,25.33,0.447,0.558
2011,V077,Texas,125.43,0.809,26.37,0.362,0.578
2012,V077,Texas,118.99,0.499,25.77,0.37,0.419
2013,V077,Texas,124.28,0.478,27.25,0.349,0.315
2014,V077,Texas,127.15,0.572,27.64,0.47,0.596
2015,V077,Texas,132.33,0.658,27.06,0.441,0.589
2016,V077,Texas,134.89,0.699,24.6,0.464,0.585
2017,V077,Texas,132.36,0.644,24.8,0.507,0.501
2018,V077,Texas,136.33,0.605,24.02,0.488,0.219
2019,V077,Texas,141.36,0.613,25.68,0.505,0.572
2020,V077,Texas,147.15,0.612,28.06,0.425,0.393
2021,V077,Texas,148.22,0.781,26.26,0.508,0.361
2022,V077,Texas,143.82,0.516,25.0,0.581,0.375
2023,V077,Texas,143.52,0.434,24.34,0.48,0.338
2024,V077,Texas,154.21,0.64,25.36,0.58,0.393
2005,V078,Maharashtra,94.42,0.586,28.14,0.385,0.564
2006,V078,Maharashtra,99.28,0.732,29.74,0.34,0.346
2007,V078,Maharashtra,102.06,0.87,28.5,0.349,0.471
2008,V078,Maharashtra,92.67,0.449,29.1,0.36,0.393
2009,V078,Maharashtra,99.94,0.63,27.44,0.378,0.549
2010,V078,Maharashtra,102.63,0.626,27.23,0.401,0.427
2011,V078,Maharashtra,104.73,0.799,27.52,0.368,0.502
2012,V078,Maharashtra,102.06,0.594,28.09,0.415,0.618
2013,V078,Maharashtra,96.34,0.428,28.4,0.434,0.683
2014,V078,Maharashtra,107.17,0.41,29.16,0.477,0.528
2015,V078,Maharashtra,111.31,0.592,29.27,0.413,0.628
2016,V078,Maharashtra,114.69,0.727,27.65,0.458,0.545
2017,V078,Maharashtra,110.22,0.561,27.68,0.377,0.492
2018,V078,Maharashtra,113.81,0.719,25.34,0.455,0.352
2019,V078,Maharashtra,116.1,0.678,28.1,0.542,0.628
2020,V078,Maharashtra,123.6,0.557,27.98,0.565,0.559
2021,V078,Maharashtra,124.62,0.698,29.63,0.508,0.537
2022,V078,Maharashtra,124.26,0.492,29.65,0.556,0.592
2023,V078,Maharashtra,122.53,0.66,27.49,0.479,0.775
2024,V078,Maharashtra,123.92,0.572,26.21,0.581,0.356
2005,V079,Maharashtra,102.78,0.624,28.17,0.283,0.685
2006,V079,Maharashtra,109.07,0.645,30.0,0.459,0.6
2007,V079,Maharashtra,99.72,0.531,28.51,0.392,0.528
2008,V079,Maharashtra,100.12,0.705,27.43,0.35,0.597
2009,V079,Maharashtra,102.05,0.567,26.32,0.375,0.553
2010,V079,Maharashtra,109.96,0.582,27.66,0.394,0.592
2011,V079,Maharashtra,106.83,0.458,27.12,0.414,0.586
2012,V079,Maharashtra,110.76,0.838,26.82,0.457,0.478
2013,V079,Maharashtra,108.4,0.445,29.63,0.5,0.587
2014,V079,Maharashtra,111.84,0.507,31.19,0.421,0.507
2015,V079,Maharashtra,116.58,0.301,28.97,0.408,0.389
2016,V079,Maharashtra,119.52,0.607,28.52,0.39,0.402
2017,V079,Maharashtra,119.66,0.559,26.86,0.499,0.354
2018,V079,Maharashtra,116.29,0.554,27.83,0.537,0.575
2019,V079,Maharashtra,124.64,0.452,28.46,0.474,0.35
2020,V079,Maharashtra,130.08,0.572,29.86,0.576,0.295
2021,V079,Maharashtra,124.5,0.674,29.56,0.542,0.53
2022,V079,Maharashtra,124.6,0.677,29.46,0.461,0.688
2023,V079,Maharashtra,125.05,0.508,27.49,0.575,0.467
2024,V079,Maharashtra,131.24,0.754,25.85,0.642,0.795
2005,V080,Punjab,95.49,0.516,25.95,0.28,0.492
2006,V080,Punjab,94.64,0.64,25.81,0.379,0.531
2007,V080,Punjab,93.93,0.619,27.86,0.369,0.541
2008,V080,Punjab,97.87,0.665,26.81,0.456,0.557
2009,V080,Punjab,94.9,0.351,26.39,0.397,0.515
2010,V080,Punjab,99.96,0.605,24.06,0.464,0.514
2011,V080,Punjab,99.2,0.676,24.98,0.429,0.427
2012,V080,Punjab,103.53,0.839,25.18,0.499,0.563
2013,V080,Punjab,101.92,0.383,27.96,0.391,0.462
2014,V080,Punjab,101.02,0.3,27.45,0.455,0.593
2015,V080,Punjab,111.68,0.704,26.47,0.41,0.562
2016,V080,Punjab,109.66,0.606,25.15,0.482,0.614
2017,V080,Punjab,107.59,0.605,25.78,0.52,0.426
2018,V080,Punjab,107.58,0.557,23.8,0.463,0.61
2019,V080,Punjab,112.14,0.411,26.48,0.459,0.538
2020,V080,Punjab,114.7,0.608,26.57,0.485,0.575
2021,V080,Punjab,117.06,0.711,26.44,0.568,0.707
2022,V080,Punjab,119.86,0.712,26.99,0.495,0.677
2023,V080,Punjab,116.79,0.384,24.18,0.539,0.647
2024,V080,Punjab,120.8,0.383,23.99,0.598,0.547
2005,V081,New Mexico,108.69,0.58,24.63,0.402,0.577
2006,V081,New Mexico,112.12,0.634,25.04,0.317,0.515
2007,V081,New Mexico,106.7,0.636,27.21,0.373,0.56
2008,V081,New Mexico,112.21,0.373,24.51,0.369,0.455
2009,V081,New Mexico,117.64,0.541,25.02,0.408,0.434
2010,V081,New Mexico,122.31,0.577,22.3,0.41,0.494
2011,V081,New Mexico,117.58,0.557,24.49,0.427,0.488
2012,V081,New Mexico,118.79,0.754,24.96,0.439,0.453
2013,V081,New Mexico,117.91,0.638,28.02,0.379,0.542
2014,V081,New Mexico,123.41,0.61,24.8,0.43,0.399
2015,V081,New Mexico,131.11,0.731,25.54,0.46,0.461
2016,V081,New Mexico,131.84,0.751,24.59,0.48,0.364
2017,V081,New Mexico,125.09,0.497,22.19,0.44,0.492
2018,V081,New Mexico,128.81,0.409,23.46,0.462,0.652
2019,V081,New Mexico,139.28,0.673,24.2,0.429,0.319
2020,V081,New Mexico,138.62,0.448,25.83,0.488,0.452
2021,V081,New Mexico,140.92,0.722,25.95,0.502,0.489
2022,V081,New Mexico,146.15,0.689,24.96,0.501,0.471
2023,V081,New Mexico,141.2,0.619,24.77,0.476,0.422
2024,V081,New Mexico,141.74,0.533,23.84,0.524,0.411
2005,V082,Texas,104.96,0.723,26.26,0.349,0.69
2006,V082,Texas,114.01,0.811,27.21,0.348,0.375
2007,V082,Texas,105.14,0.577,27.35,0.353,0.516
2008,V082,Texas,108.11,0.695,26.36,0.369,0.471
2009,V082,Texas,112.11,0.456,26.64,0.437,0.573
2010,V082,Texas,121.04,0.54,25.31,0.337,0.539
2011,V082,Texas,124.4,0.89,25.0,0.458,0.398
2012,V082,Texas,119.38,0.72,27.05,0.393,0.446
2013,V082,Texas,116.29,0.512,25.8,0.482,0.465
2014,V082,Texas,120.05,0.44,28.01,0.467,0.384
2015,V082,Texas,128.81,0.561,26.7,0.456,0.481
2016,V082,Texas,129.94,0.441,24.9,0.55,0.647
2017,V082,Texas,127.68,0.471,22.66,0.439,0.42
2018,V082,Texas,128.95,0.607,24.12,0.432,0.46
2019,V082,Texas,129.93,0.421,26.52,0.511,0.323
2020,V082,Texas,139.17,0.611,28.44,0.525,0.376
2021,V082,Texas,140.79,0.625,26.73,0.545,0.505
2022,V082,Texas,135.9,0.68,27.99,0.475,0.314
2023,V082,Texas,137.72,0.469,25.77,0.542,0.291
2024,V082,Texas,138.72,0.309,23.75,0.501,0.548
2005,V083,Tamil Nadu,100.43,0.483,29.96,0.415,0.3
2006,V083,Tamil Nadu,104.98,0.784,29.63,0.345,0.445
2007,V083,Tamil Nadu,104.22,0.642,31.26,0.331,0.425
2008,V083,Tamil Nadu,101.01,0.672,28.6,0.357,0.597
2009,V083,Tamil Nadu,104.32,0.497,27.78,0.48,0.674
2010,V083,Tamil Nadu,109.25,0.675,28.15,0.474,0.55
2011,V083,Tamil Nadu,108.22,0.602,28.49,0.457,0.58
2012,V083,Tamil Nadu,111.58,0.51,28.76,0.404,0.597
2013,V083,Tamil Nadu,109.37,0.526,29.97,0.436,0.457
2014,V083,Tamil Nadu,116.01,0.548,30.83,0.462,0.368
2015,V083,Tamil Nadu,111.36,0.457,28.77,0.472,0.528
2016,V083,Tamil Nadu,121.42,0.575,28.46,0.472,0.644
2017,V083,Tamil Nadu,115.1,0.585,27.32,0.492,0.582
2018,V083,Tamil Nadu,113.81,0.408,28.62,0.503,0.657
2019,V083,Tamil Nadu,113.8,0.364,29.29,0.438,0.755
2020,V083,Tamil Nadu,125.83,0.77,30.65,0.509,0.478
2021,V083,Tamil Nadu,129.52,0.884,30.11,0.453,0.334
2022,V083,Tamil Nadu,127.83,0.813,30.19,0.535,0.545
2023,V083,Tamil Nadu,125.04,0.632,26.67,0.496,0.504
2024,V083,Tamil Nadu,135.06,0.522,27.48,0.606,0.525
2005,V084,Haryana,101.2,0.575,25.78,0.356,0.544
2006,V084,Haryana,97.37,0.545,29.18,0.336,0.575
2007,V084,Haryana,96.96,0.632,27.84,0.234,0.527
2008,V084,Haryana,98.17,0.454,25.97,0.366,0.41
2009,V084,Haryana,102.22,0.3,26.16,0.325,0.502
2010,V084,Haryana,107.44,0.487,24.72,0.456,0.408
2011,V084,Haryana,104.8,0.569,24.85,0.367,0.484
2012,V084,Haryana,111.96,0.768,25.12,0.389,0.585
2013,V084,Haryana,110.16,0.45,27.4,0.425,0.292
2014,V084,Haryana,113.37,0.593,26.64,0.414,0.722
2015,V084,Haryana,118.75,0.668,26.12,0.44,0.542
2016,V084,Haryana,121.32,0.882,24.21,0.471,0.629
2017,V084,Haryana,123.79,0.919,23.52,0.416,0.583
2018,V084,Haryana,117.0,0.473,25.69,0.479,0.532
2019,V084,Haryana,122.21,0.622,27.03,0.505,0.599
2020,V084,Haryana,121.89,0.63,27.17,0.56,0.727
2021,V084,Haryana,126.68,0.627,27.21,0.53,0.647
2022,V084,Haryana,123.55,0.467,27.37,0.383,0.704
2023,V084,Haryana,126.73,0.587,23.7,0.552,0.717
2024,V084,Haryana,124.17,0.48,24.11,0.499,0.691
2005,V085,Madhya Pradesh,91.01,0.445,25.81,0.357,0.616
2006,V085,Madhya Pradesh,98.88,0.704,29.52,0.328,0.457
2007,V085,Madhya Pradesh,94.81,0.688,27.4,0.402,0.59
2008,V085,Madhya Pradesh,91.14,0.613,28.07,0.342,0.52
2009,V085,Madhya Pradesh,98.89,0.513,26.0,0.388,0.524
2010,V085,Madhya Pradesh,102.17,0.614,26.15,0.42,0.482
2011,V085,Madhya Pradesh,104.89,0.738,25.53,0.39,0.727
2012,V085,Madhya Pradesh,105.72,0.678,27.09,0.44,0.549
2013,V085,Madhya Pradesh,103.3,0.552,29.01,0.442,0.552
2014,V085,Madhya Pradesh,102.3,0.501,27.99,0.402,0.445
2015,V085,Madhya Pradesh,115.38,0.539,27.73,0.436,0.314
2016,V085,Madhya Pradesh,109.83,0.794,27.88,0.411,0.744
2017,V085,Madhya Pradesh,110.93,0.543,25.55,0.489,0.545
2018,V085,Madhya Pradesh,112.0,0.494,25.37,0.521,0.5
2019,V085,Madhya Pradesh,115.08,0.399,27.91,0.593,0.595
2020,V085,Madhya Pradesh,120.53,0.624,28.32,0.434,0.589
2021,V085,Madhya Pradesh,121.37,0.827,27.84,0.483,0.77
2022,V085,Madhya Pradesh,118.2,0.662,26.99,0.601,0.532
2023,V085,Madhya Pradesh,113.6,0.319,25.83,0.482,0.652
2024,V085,Madhya Pradesh,120.92,0.689,26.16,0.529,0.609
2005,V086,Punjab,93.52,0.507,26.56,0.479,0.55
2006,V086,Punjab,97.27,0.689,27.24,0.323,0.53
2007,V086,Punjab,104.66,0.676,26.65,0.397,0.373
2008,V086,Punjab,98.35,0.48,26.92,0.352,0.529
2009,V086,Punjab,102.89,0.632,25.21,0.383,0.755
2010,V086,Punjab,104.84,0.564,24.27,0.393,0.402
2011,V086,Punjab,107.58,0.844,22.83,0.471,0.639
2012,V086,Punjab,101.86,0.609,25.62,0.495,0.508
2013,V086,Punjab,109.22,0.53,28.13,0.431,0.498
2014,V086,Punjab,109.74,0.436,28.39,0.45,0.545
2015,V086,Punjab,112.93,0.494,26.65,0.44,0.677
2016,V086,Punjab,117.22,0.739,26.19,0.48,0.556
2017,V086,Punjab,110.16,0.662,24.51,0.445,0.671
2018,V086,Punjab,114.99,0.623,25.08,0.478,0.59
2019,V086,Punjab,115.51,0.394,27.29,0.457,0.538
